epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2800.58,1.15134,0.54838,0.85183,0.97108,0.95709,0.97591,0.54675,1.54584,0.63887,0.87766,0.00010405,0.00010405,0.00010405
183,2816.14,1.17113,0.56562,0.85112,0.96584,0.96113,0.97384,0.54399,1.56074,0.62824,0.88076,9.91e-05,9.91e-05,9.91e-05
184,2831.62,1.16763,0.56592,0.85668,0.97689,0.96271,0.98002,0.54874,1.56318,0.6284,0.88155,9.415e-05,9.415e-05,9.415e-05
185,2847.12,1.18553,0.55995,0.86134,0.97354,0.96137,0.97378,0.55055,1.53806,0.6253,0.87757,8.92e-05,8.92e-05,8.92e-05
186,2862.65,1.17929,0.55923,0.85435,0.96746,0.96673,0.97617,0.55185,1.53625,0.62564,0.87672,8.425e-05,8.425e-05,8.425e-05
187,2878.24,1.16278,0.56201,0.85382,0.96755,0.96193,0.97378,0.55244,1.5282,0.62621,0.87505,7.93e-05,7.93e-05,7.93e-05
188,2893.54,1.17344,0.56097,0.85479,0.97049,0.95867,0.97689,0.55403,1.53612,0.62772,0.87678,7.435e-05,7.435e-05,7.435e-05
189,2909.09,1.15114,0.55496,0.85494,0.96175,0.96243,0.9724,0.55155,1.54066,0.62182,0.87878,6.94e-05,6.94e-05,6.94e-05
190,2924.62,1.15957,0.55668,0.85266,0.96607,0.96331,0.97471,0.54951,1.54112,0.61799,0.87826,6.445e-05,6.445e-05,6.445e-05
191,2966.77,1.0987,0.50915,0.85387,0.96785,0.9596,0.96992,0.52861,1.56981,0.64514,0.88247,5.95e-05,5.95e-05,5.95e-05
192,2980.33,1.09641,0.49883,0.85695,0.96837,0.96058,0.97177,0.53805,1.55472,0.64101,0.88094,5.455e-05,5.455e-05,5.455e-05
193,2994.52,1.07283,0.48902,0.85192,0.97395,0.9535,0.97342,0.54069,1.57381,0.63659,0.88175,4.96e-05,4.96e-05,4.96e-05
194,3009.09,1.06848,0.48071,0.85961,0.97653,0.95501,0.97533,0.54976,1.55357,0.63249,0.8788,4.465e-05,4.465e-05,4.465e-05
195,3024,1.06151,0.47851,0.85178,0.97445,0.95834,0.97536,0.55065,1.54039,0.62665,0.87814,3.97e-05,3.97e-05,3.97e-05
196,3039.13,1.08167,0.48711,0.85391,0.97251,0.95572,0.97473,0.54766,1.55661,0.62599,0.87974,3.475e-05,3.475e-05,3.475e-05
197,3054.2,1.06469,0.48029,0.85816,0.96634,0.9608,0.97492,0.55117,1.54758,0.62714,0.87924,2.98e-05,2.98e-05,2.98e-05
198,3069.39,1.07931,0.48136,0.85044,0.96157,0.96145,0.97453,0.54975,1.55185,0.62729,0.87943,2.485e-05,2.485e-05,2.485e-05
199,3084.65,1.05529,0.47479,0.85117,0.95728,0.96584,0.97539,0.55141,1.54351,0.62413,0.87863,1.99e-05,1.99e-05,1.99e-05
200,3099.99,1.06326,0.47837,0.85076,0.956,0.96799,0.9756,0.55073,1.54345,0.62641,0.8786,1.495e-05,1.495e-05,1.495e-05
