epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2780.94,1.16466,0.56506,0.84764,0.95918,0.9645,0.97585,0.54736,1.54619,0.6462,0.88049,0.000109,0.000109,0.000109
182,2796.43,1.1527,0.55045,0.85071,0.95791,0.95276,0.96986,0.53765,1.57225,0.65636,0.88299,0.00010405,0.00010405,0.00010405
183,2812.03,1.14083,0.54987,0.84888,0.96849,0.9458,0.97235,0.54964,1.55228,0.63861,0.88099,9.91e-05,9.91e-05,9.91e-05
184,2827.55,1.16088,0.56268,0.85272,0.9503,0.96128,0.97169,0.54485,1.55282,0.64073,0.8822,9.415e-05,9.415e-05,9.415e-05
185,2842.89,1.16558,0.54778,0.85755,0.9721,0.94851,0.97276,0.55101,1.54047,0.63589,0.87901,8.92e-05,8.92e-05,8.92e-05
186,2858.29,1.16253,0.55242,0.85208,0.96395,0.96283,0.97499,0.55169,1.53538,0.63337,0.8774,8.425e-05,8.425e-05,8.425e-05
187,2873.75,1.15088,0.55005,0.84947,0.96663,0.95411,0.97265,0.54679,1.5409,0.63462,0.87783,7.93e-05,7.93e-05,7.93e-05
188,2889.07,1.163,0.55581,0.85231,0.967,0.95717,0.97239,0.55183,1.54041,0.6414,0.87715,7.435e-05,7.435e-05,7.435e-05
189,2904.56,1.13891,0.54813,0.85455,0.96764,0.95009,0.97381,0.54873,1.53967,0.63619,0.87762,6.94e-05,6.94e-05,6.94e-05
190,2920.14,1.14943,0.54713,0.85,0.97272,0.947,0.96944,0.5497,1.54096,0.63564,0.87808,6.445e-05,6.445e-05,6.445e-05
191,2962.09,1.08756,0.50605,0.85222,0.93925,0.94437,0.95657,0.52266,1.57204,0.65254,0.88275,5.95e-05,5.95e-05,5.95e-05
192,2975.61,1.07641,0.49416,0.85125,0.96103,0.95223,0.96885,0.53924,1.5564,0.63956,0.88095,5.455e-05,5.455e-05,5.455e-05
193,2989.87,1.06505,0.4861,0.85213,0.96568,0.95339,0.97261,0.53843,1.57145,0.6378,0.8848,4.96e-05,4.96e-05,4.96e-05
194,3004.46,1.05418,0.47845,0.8555,0.95431,0.9578,0.9716,0.54454,1.54666,0.63497,0.88103,4.465e-05,4.465e-05,4.465e-05
195,3019.51,1.05179,0.47788,0.85134,0.97317,0.94386,0.97162,0.54767,1.5419,0.63449,0.88052,3.97e-05,3.97e-05,3.97e-05
196,3034.56,1.0546,0.47896,0.85144,0.95143,0.95871,0.96918,0.54763,1.54472,0.63134,0.88183,3.475e-05,3.475e-05,3.475e-05
197,3049.66,1.0511,0.47378,0.85386,0.96974,0.94651,0.97181,0.54859,1.54078,0.63342,0.88059,2.98e-05,2.98e-05,2.98e-05
198,3064.69,1.04902,0.47727,0.84733,0.97194,0.94353,0.97169,0.54548,1.54126,0.63636,0.87962,2.485e-05,2.485e-05,2.485e-05
199,3079.77,1.03913,0.47171,0.84728,0.97081,0.94394,0.97139,0.54649,1.53878,0.6369,0.87865,1.99e-05,1.99e-05,1.99e-05
200,3094.92,1.0381,0.46895,0.84754,0.9588,0.95634,0.97103,0.54568,1.53996,0.63611,0.87888,1.495e-05,1.495e-05,1.495e-05
